Time,Depth
6209100,5
6209200,6
6209260,7
6209280,8
6209300,10
6209320,11
6209340,13
6209360,17
6209380,23
6209400,30
6209420,37
6209440,43
6209460,44
6209480,45
6209540,43
6209560,37
6209580,30
6209600,23
6209620,17
6209640,12
6209660,9
6209680,7
6209700,6
6209720,5
6209800,6
6209840,7
6209880,8
6209900,9
6209920,10
6209940,11
6209960,12
6209980,15
6210000,21
6210020,28
6210040,36
6210060,42
6210080,44
6210140,45
6210160,43
6210180,38
6210200,31
6210220,24
6210240,18
6210260,13
6210280,10
6210300,8
6210320,6
6210360,5
6210440,6
6210500,7
6210520,8
6210540,9
6210560,11
6210580,14
6210600,19
6210620,25
6210640,32
6210660,40
6210680,45
6210700,47
6210720,48
6210780,45
6210800,38
6210820,30
6210840,23
6210860,17
6210880,12
6210900,9
6210920,7
6210940,6
6211180,7
6211200,8
6211220,10
6211240,13
6211260,19
6211280,26
6211300,35
6211320,43
6211340,48
6211360,50
6211420,49
6211440,45
6211460,37
6211480,29
6211500,21
6211520,15
6211540,10
6211560,7
6211580,6
6211600,4
6211620,3
6212080,2
6212120,1
6212260,0
6224319,0
6224320,10
6224340,13
6224360,17
6224380,23
6224400,31
6224420,40
6224440,47
6224460,51
6224480,53
6224500,54
6224540,53
6224560,48
6224580,41
6224600,33
6224620,25
6224640,19
6224660,13
6224680,10
6224700,8
6224720,6
6224860,8
6224880,11
6224900,15
6224920,20
6224940,27
6224960,35
6224980,43
6225000,50
6225020,54
6225040,55
6225100,50
6225120,42
6225140,33
6225160,25
6225180,18
6225200,12
6225220,9
6225240,6
6225260,5
6225280,4
6225300,3
6225360,4
6225380,6
6225420,8
6225440,10
6225460,13
6225480,17
6225500,22
6225520,28
6225540,37
6225560,45
6225580,50
6225600,52
6225620,53
6225660,52
6225680,46
6225700,38
6225720,30
6225740,23
6225760,17
6225780,12
6225800,9
6225820,7
6225840,6
6226000,7
6226020,9
6226040,12
6226060,17
6226080,22
6226100,29
6226120,37
6226140,43
6226160,47
6226180,49
6226220,48
6226240,43
6226260,36
6226280,29
6226300,22
6226320,17
6226340,12
6226360,8
6226380,6
6226400,4
6226420,3
6226520,4
6226540,6
6226560,7
6226580,10
6226600,13
6226620,18
6226640,25
6226660,32
6226680,41
6226700,48
6226720,52
6226780,49
6226800,42
6226820,34
6226840,27
6226860,20
6226880,13
6226900,9
6226920,6
6226960,5
6227060,6
6227100,8
6227120,11
6227140,14
6227160,19
6227180,25
6227200,33
6227220,40
6227240,46
6227260,48
6227300,47
6227320,44
6227340,37
6227360,30
6227380,22
6227400,16
6227420,11
6227440,8
6227460,6
6227500,5
6227640,6
6227660,8
6227680,11
6227700,14
6227720,18
6227740,23
6227760,29
6227780,37
6227800,45
6227820,49
6227840,50
6227900,46
6227920,39
6227940,31
6227960,23
6227980,17
6228000,12
6228020,9
6228040,7
6228060,6
6228220,8
6228240,11
6228260,14
6228280,19
6228300,25
6228320,32
6228340,39
6228360,46
6228380,49
6228400,50
6228440,48
6228460,41
6228480,33
6228500,25
6228520,18
6228540,13
6228560,9
6228580,7
6228600,6
6228740,8
6228760,11
6228780,14
6228800,18
6228820,22
6228840,29
6228860,37
6228880,44
6228900,49
6228920,51
6228960,50
6228980,47
6229000,40
6229020,33
6229040,25
6229060,18
6229080,13
6229100,9
6229120,7
6229140,6
6229320,8
6229340,11
6229360,14
6229380,18
6229400,24
6229420,31
6229440,39
6229460,46
6229480,51
6229500,52
6229560,49
6229580,41
6229600,32
6229620,23
6229640,16
6229660,11
6229680,7
6229700,6
6229720,5
6229860,6
6229880,7
6229900,10
6229920,13
6229940,17
6229960,22
6229980,29
6230000,38
6230020,47
6230040,53
6230060,56
6230100,55
6230120,51
6230140,45
6230160,36
6230180,28
6230200,21
6230220,15
6230240,11
6230260,8
6230280,6
6230460,8
6230480,10
6230500,13
6230520,17
6230540,23
6230560,30
6230580,39
6230600,48
6230620,52
6230640,54
6230680,52
6230700,48
6230720,41
6230740,32
6230760,24
6230780,17
6230800,11
6230820,8
6230840,6
6231040,8
6231060,11
6231080,14
6231100,19
6231120,25
6231140,34
6231160,44
6231180,51
6231200,55
6231260,51
6231280,45
6231300,37
6231320,28
6231340,21
6231360,15
6231380,10
6231400,7
6231420,6
6231620,7
6231640,10
6231660,13
6231680,17
6231700,23
6231720,30
6231740,38
6231760,46
6231780,51
6231800,53
6231820,54
6231860,50
6231880,43
6231900,33
6231920,25
6231940,18
6231960,13
6231980,9
6232000,7
6232020,6
6232180,8
6232200,9
6232220,12
6232240,14
6232260,19
6232280,25
6232300,33
6232320,43
6232340,50
6232360,53
6232400,54
6232420,53
6232440,49
6232460,43
6232480,35
6232500,28
6232520,21
6232540,15
6232560,11
6232580,8
6232600,7
6232620,6
6232760,7
6232780,9
6232800,12
6232820,16
6232840,20
6232860,27
6232880,36
6232900,45
6232920,52
6232940,55
6232960,56
6233000,53
6233020,49
6233040,42
6233060,33
6233080,25
6233100,18
6233120,13
6233140,10
6233160,7
6233180,6
6233360,7
6233380,9
6233400,13
6233420,18
6233440,26
6233460,35
6233480,44
6233500,50
6233520,53
6233580,51
6233600,47
6233620,39
6233640,31
6233660,24
6233680,18
6233700,12
6233720,9
6233740,7
6233760,6
6233900,7
6233920,8
6233940,11
6233960,14
6233980,18
6234000,25
6234020,34
6234040,44
6234060,52
6234080,55
6234100,56
6234140,55
6234160,50
6234180,43
6234200,34
6234220,26
6234240,20
6234260,15
6234280,11
6234300,9
6234320,7
6234360,6
6234480,7
6234500,9
6234520,12
6234540,16
6234560,22
6234580,29
6234600,38
6234620,45
6234640,50
6234660,52
6234700,50
6234720,45
6234740,38
6234760,30
6234780,22
6234800,16
6234820,12
6234840,9
6234860,7
6234880,6
6235060,7
6235080,9
6235100,13
6235120,19
6235140,28
6235160,38
6235180,48
6235200,53
6235220,55
6235260,54
6235280,51
6235300,45
6235320,37
6235340,28
6235360,21
6235380,16
6235400,12
6235420,9
6235440,7
6235460,6
6235640,7
6235660,10
6235680,14
6235700,19
6235720,26
6235740,34
6235760,43
6235780,50
6235800,53
6235820,54
6235840,55
6235860,53
6235880,49
6235900,42
6235920,35
6235940,28
6235960,22
6235980,16
6236000,12
6236020,9
6236040,7
6236060,6
6236180,7
6236200,9
6236220,11
6236240,14
6236260,19
6236280,24
6236300,33
6236320,42
6236340,49
6236360,53
6236380,55
6236420,54
6236440,50
6236460,44
6236480,36
6236500,28
6236520,22
6236540,16
6236560,12
6236580,9
6236600,7
6236620,6
6236780,7
6236800,10
6236820,12
6236840,16
6236860,20
6236880,26
6236900,34
6236920,43
6236940,50
6236960,54
6236980,55
6237020,53
6237040,48
6237060,40
6237080,31
6237100,23
6237120,17
6237140,12
6237160,9
6237180,7
6237200,6
6237380,7
6237400,9
6237420,11
6237440,13
6237460,17
6237480,23
6237500,30
6237520,39
6237540,47
6237560,52
6237580,54
6237600,55
6237640,53
6237660,48
6237680,41
6237700,32
6237720,25
6237740,19
6237760,14
6237780,11
6237800,8
6237820,7
6237840,6
6238000,7
6238020,9
6238040,12
6238060,17
6238080,22
6238100,30
6238120,38
6238140,46
6238160,51
6238180,53
6238200,54
6238240,50
6238260,45
6238280,37
6238300,29
6238320,22
6238340,17
6238360,12
6238380,9
6238400,7
6238420,6
6238620,8
6238640,11
6238660,15
6238680,21
6238700,28
6238720,36
6238740,43
6238760,48
6238780,50
6238840,47
6238860,42
